id,collector,location,timestamp,gender,age_group,occupation,venue_preference,price_influence,satisfaction,amenities_importance,service_quality,value_for_money,visit_frequency,annual_spending,recommendation_score
3947,Surveyor B,Practice Course A,2023-10-29 03:46:00,Male,46-55 years old,Sales Person,"Public course,Resort course",3,3,2,5,4,Several times per year,35225,5
3948,Surveyor B,Practice Course A,2023-10-29 03:47:00,Female,65+ years old,Retiree,"Resort course,Public course,Member club",1,2,1,3,5,2-3 times per month,9379,5
3949,Surveyor B,Public Golf Course D,2023-10-29 03:48:00,Male,65+ years old,Doctor,"Public course,Resort course",3,2,2,3,3,Several times per year,45835,4
3950,Surveyor A,Resort Golf Course E,2023-10-29 03:49:00,Male,26-35 years old,Business Executive,"Resort course,Public course",2,2,3,1,2,Once a week,16305,7
3951,Surveyor B,Member Golf Club C,2023-10-29 03:50:00,Female,56-65 years old,Civil Servant,"Resort course,Member club,Public course",3,2,3,1,5,2-3 times per month,36722,9
3952,Surveyor A,Practice Course B,2023-10-29 03:51:00,Male,65+ years old,Engineer,Practice course,4,3,2,4,5,Once a quarter,17148,4
3953,Surveyor D,Practice Course A,2023-10-29 03:52:00,Female,56-65 years old,Civil Servant,"Member club,Resort course,Practice course",1,1,4,5,1,Several times per year,17901,2
3954,Surveyor A,Practice Course A,2023-10-29 03:53:00,Male,26-35 years old,Business Executive,"Resort course,Member club,Public course",3,5,5,3,3,Several times per year,15888,2
3955,Surveyor C,Public Golf Course D,2023-10-29 03:54:00,Male,18-25 years old,Freelancer,Resort course,1,1,2,4,5,Several times per year,35099,2
3956,Surveyor B,Member Golf Club C,2023-10-29 03:55:00,Male,36-45 years old,Lawyer,"Resort course,Public course",1,1,2,3,3,Several times per year,47476,7
3957,Surveyor C,Resort Golf Course E,2023-10-29 03:56:00,Female,26-35 years old,Freelancer,"Resort course,Practice course",2,5,2,1,2,Once a month,49253,4
3958,Surveyor C,Member Golf Club C,2023-10-29 03:57:00,Male,26-35 years old,Technical Professional,"Public course,Resort course",2,2,2,5,5,2-3 times per month,25708,4
3959,Surveyor D,Public Golf Course D,2023-10-29 03:58:00,Female,26-35 years old,Sales Person,Practice course,4,3,2,2,5,Once a month,32621,1
3960,Surveyor E,Member Golf Club C,2023-10-29 03:59:00,Female,56-65 years old,Doctor,"Member club,Public course",5,3,4,5,2,Several times per year,35001,4
3961,Surveyor D,Practice Course B,2023-10-29 04:00:00,Male,56-65 years old,Lawyer,Member club,1,1,1,2,3,Several times per year,37571,6
3962,Surveyor A,Resort Golf Course E,2023-10-29 04:01:00,Male,56-65 years old,Civil Servant,"Member club,Resort course",5,5,5,4,3,Once a week,19220,2
3963,Surveyor A,Resort Golf Course E,2023-10-29 04:02:00,Female,26-35 years old,Sales Person,Member club,4,4,1,2,5,Several times per year,29694,4
3964,Surveyor B,Member Golf Club C,2023-10-29 04:03:00,Male,65+ years old,Teacher,"Member club,Resort course",1,2,2,2,2,Once a quarter,21221,7
3965,Surveyor C,Practice Course A,2023-10-29 04:04:00,Female,46-55 years old,Lawyer,"Resort course,Public course,Practice course",1,1,1,4,4,Once a week,44849,9
3966,Surveyor D,Practice Course B,2023-10-29 04:05:00,Male,26-35 years old,Teacher,"Practice course,Resort course,Member club",5,3,4,5,3,Several times per year,7371,2
3967,Surveyor E,Resort Golf Course E,2023-10-29 04:06:00,Female,18-25 years old,Engineer,"Resort course,Public course,Member club",3,5,3,4,4,Once a month,42784,8
3968,Surveyor D,Resort Golf Course E,2023-10-29 04:07:00,Female,65+ years old,Doctor,Public course,2,5,1,1,5,Once a week,44070,6
3969,Surveyor B,Practice Course A,2023-10-29 04:08:00,Male,46-55 years old,Civil Servant,"Public course,Member club",3,1,5,1,4,Once a month,44150,8
3970,Surveyor D,Member Golf Club C,2023-10-29 04:09:00,Female,36-45 years old,Teacher,Public course,5,4,4,2,4,Several times per year,49220,2
3971,Surveyor E,Practice Course A,2023-10-29 04:10:00,Male,65+ years old,Lawyer,"Practice course,Resort course,Public course",2,3,3,4,3,Once a month,27836,1
3972,Surveyor E,Public Golf Course D,2023-10-29 04:11:00,Male,56-65 years old,Sales Person,"Member club,Public course",3,1,4,4,5,Once a month,32161,7
3973,Surveyor C,Practice Course A,2023-10-29 04:12:00,Female,18-25 years old,Business Executive,Public course,2,4,2,4,4,2-3 times per month,26180,9
3974,Surveyor C,Practice Course B,2023-10-29 04:13:00,Female,65+ years old,Business Executive,"Practice course,Member club,Resort course",1,5,3,5,3,Once a quarter,20865,9
3975,Surveyor B,Resort Golf Course E,2023-10-29 04:14:00,Male,36-45 years old,Doctor,Practice course,3,2,5,3,4,2-3 times per month,23825,2
3976,Surveyor C,Member Golf Club C,2023-10-29 04:15:00,Female,26-35 years old,Technical Professional,"Member club,Resort course,Public course",2,3,3,3,3,Once a week,32275,4
3977,Surveyor A,Public Golf Course D,2023-10-29 04:16:00,Female,56-65 years old,Civil Servant,Member club,2,3,5,3,5,Once a month,6017,1
3978,Surveyor C,Practice Course B,2023-10-29 04:17:00,Male,56-65 years old,Retiree,Public course,2,4,2,5,2,2-3 times per month,25885,7
3979,Surveyor A,Resort Golf Course E,2023-10-29 04:18:00,Female,26-35 years old,Technical Professional,Public course,3,1,5,4,3,Once a quarter,40815,2
3980,Surveyor D,Resort Golf Course E,2023-10-29 04:19:00,Female,26-35 years old,Freelancer,Practice course,4,5,4,3,3,Once a quarter,15260,4
3981,Surveyor A,Member Golf Club C,2023-10-29 04:20:00,Male,26-35 years old,Civil Servant,"Member club,Practice course",3,4,1,4,4,2-3 times per month,16857,2
3982,Surveyor B,Member Golf Club C,2023-10-29 04:21:00,Female,36-45 years old,Freelancer,Practice course,5,2,4,2,5,Once a week,42018,1
3983,Surveyor E,Member Golf Club C,2023-10-29 04:22:00,Female,65+ years old,Lawyer,"Public course,Member club,Resort course",3,2,4,3,1,Several times per year,34230,7
3984,Surveyor B,Public Golf Course D,2023-10-29 04:23:00,Male,36-45 years old,Technical Professional,"Resort course,Practice course,Public course",2,2,3,2,1,Once a month,29769,6
3985,Surveyor B,Member Golf Club C,2023-10-29 04:24:00,Male,65+ years old,Freelancer,"Member club,Practice course",1,4,2,5,2,Once a month,45159,2
3986,Surveyor B,Practice Course B,2023-10-29 04:25:00,Male,26-35 years old,Technical Professional,"Resort course,Member club,Public course",3,5,1,1,5,Several times per year,40214,4
3987,Surveyor B,Member Golf Club C,2023-10-29 04:26:00,Female,56-65 years old,Engineer,"Practice course,Public course,Resort course",3,3,5,5,3,Once a quarter,37492,3
3988,Surveyor C,Member Golf Club C,2023-10-29 04:27:00,Male,56-65 years old,Technical Professional,Public course,2,1,3,5,1,Once a quarter,28507,3
3989,Surveyor D,Practice Course B,2023-10-29 04:28:00,Female,26-35 years old,Civil Servant,"Member club,Public course",1,3,2,5,2,Once a week,48479,3
3990,Surveyor E,Public Golf Course D,2023-10-29 04:29:00,Female,36-45 years old,Lawyer,Member club,1,5,1,3,5,Once a quarter,27679,4
3991,Surveyor A,Resort Golf Course E,2023-10-29 04:30:00,Female,56-65 years old,Lawyer,"Public course,Practice course",5,3,4,2,2,Once a week,49887,1
3992,Surveyor A,Member Golf Club C,2023-10-29 04:31:00,Male,36-45 years old,Retiree,Public course,3,4,2,3,1,Once a quarter,8687,1
3993,Surveyor D,Practice Course A,2023-10-29 04:32:00,Male,36-45 years old,Business Executive,Resort course,1,2,2,1,4,Several times per year,12864,7
3994,Surveyor B,Practice Course B,2023-10-29 04:33:00,Female,46-55 years old,Doctor,Practice course,1,5,2,5,4,Once a month,11127,5
3995,Surveyor B,Practice Course A,2023-10-29 04:34:00,Female,18-25 years old,Engineer,Resort course,4,5,4,4,5,Once a month,34473,3
3996,Surveyor E,Resort Golf Course E,2023-10-29 04:35:00,Female,46-55 years old,Technical Professional,"Resort course,Practice course",4,3,5,1,2,Several times per year,18834,9
3997,Surveyor A,Public Golf Course D,2023-10-29 04:36:00,Female,65+ years old,Business Executive,"Resort course,Public course,Member club",1,4,3,2,3,Once a week,13921,5
3998,Surveyor B,Practice Course A,2023-10-29 04:37:00,Female,65+ years old,Business Executive,"Resort course,Member club",5,3,5,1,1,Once a month,33573,10
3999,Surveyor C,Practice Course A,2023-10-29 04:38:00,Female,46-55 years old,Sales Person,"Practice course,Public course",1,3,1,3,4,Once a month,42876,3
4000,Surveyor E,Practice Course B,2023-10-29 04:39:00,Female,65+ years old,Retiree,"Member club,Practice course",2,5,3,4,4,Once a week,9266,9
4001,Surveyor C,Public Golf Course D,2023-10-29 04:40:00,Male,65+ years old,Civil Servant,"Member club,Public course",3,3,1,3,2,Once a week,42713,1
4002,Surveyor C,Resort Golf Course E,2023-10-29 04:41:00,Male,46-55 years old,Teacher,"Resort course,Practice course,Public course",5,2,4,5,4,Once a week,13985,9
4003,Surveyor D,Public Golf Course D,2023-10-29 04:42:00,Male,26-35 years old,Business Executive,"Practice course,Member club",2,3,5,5,2,Once a month,27068,5
4004,Surveyor D,Public Golf Course D,2023-10-29 04:43:00,Female,26-35 years old,Doctor,"Member club,Public course,Resort course",5,2,2,1,1,Once a week,29700,6
4005,Surveyor C,Resort Golf Course E,2023-10-29 04:44:00,Male,46-55 years old,Engineer,Practice course,2,5,3,5,2,Once a quarter,13366,2
4006,Surveyor D,Practice Course A,2023-10-29 04:45:00,Female,36-45 years old,Engineer,Public course,3,4,2,5,4,Once a month,40319,8
4007,Surveyor C,Practice Course A,2023-10-29 04:46:00,Male,26-35 years old,Business Executive,"Member club,Practice course",3,2,1,2,2,Once a quarter,8848,3
4008,Surveyor B,Resort Golf Course E,2023-10-29 04:47:00,Female,18-25 years old,Business Executive,Practice course,4,4,2,2,4,Once a week,35472,1
4009,Surveyor D,Practice Course A,2023-10-29 04:48:00,Female,56-65 years old,Technical Professional,Member club,2,4,2,3,5,2-3 times per month,8456,7
4010,Surveyor C,Public Golf Course D,2023-10-29 04:49:00,Male,36-45 years old,Civil Servant,"Practice course,Member club",4,2,4,3,4,2-3 times per month,24142,3
4011,Surveyor E,Practice Course A,2023-10-29 04:50:00,Female,36-45 years old,Freelancer,Member club,2,5,4,2,4,Once a week,17031,4
4012,Surveyor E,Member Golf Club C,2023-10-29 04:51:00,Female,36-45 years old,Teacher,"Resort course,Public course,Practice course",4,1,5,1,4,Once a week,25139,5
4013,Surveyor D,Public Golf Course D,2023-10-29 04:52:00,Female,56-65 years old,Freelancer,"Resort course,Member club",3,4,1,2,5,Once a quarter,25026,1
4014,Surveyor E,Resort Golf Course E,2023-10-29 04:53:00,Male,46-55 years old,Civil Servant,"Resort course,Member club",5,4,4,3,3,Once a month,45887,9
4015,Surveyor A,Member Golf Club C,2023-10-29 04:54:00,Male,56-65 years old,Sales Person,"Public course,Practice course",4,5,4,4,4,Once a week,33777,7
4016,Surveyor A,Public Golf Course D,2023-10-29 04:55:00,Male,65+ years old,Technical Professional,Resort course,2,5,5,5,3,Once a quarter,47930,2
4017,Surveyor E,Practice Course B,2023-10-29 04:56:00,Male,65+ years old,Business Executive,"Practice course,Resort course",2,3,3,4,1,Several times per year,6660,1
4018,Surveyor C,Practice Course A,2023-10-29 04:57:00,Male,18-25 years old,Technical Professional,"Resort course,Public course,Practice course",3,5,5,4,2,Once a quarter,32151,2
4019,Surveyor E,Practice Course A,2023-10-29 04:58:00,Male,26-35 years old,Civil Servant,Resort course,2,4,2,5,3,2-3 times per month,29613,3
4020,Surveyor E,Public Golf Course D,2023-10-29 04:59:00,Female,46-55 years old,Teacher,"Member club,Public course",1,2,2,2,1,Several times per year,34066,3
4021,Surveyor E,Member Golf Club C,2023-10-29 05:00:00,Female,56-65 years old,Civil Servant,"Member club,Practice course,Resort course",5,1,4,1,2,Once a quarter,18208,8
4022,Surveyor C,Practice Course B,2023-10-29 05:01:00,Female,56-65 years old,Retiree,"Practice course,Resort course,Public course",4,3,4,4,4,Several times per year,48484,5
4023,Surveyor C,Public Golf Course D,2023-10-29 05:02:00,Male,46-55 years old,Engineer,Practice course,5,2,5,1,4,2-3 times per month,24960,9
4024,Surveyor A,Practice Course A,2023-10-29 05:03:00,Female,18-25 years old,Technical Professional,"Member club,Resort course,Public course",3,1,5,3,4,2-3 times per month,35702,3
4025,Surveyor D,Practice Course B,2023-10-29 05:04:00,Female,26-35 years old,Lawyer,Public course,4,1,1,4,5,Several times per year,27842,6
4026,Surveyor A,Practice Course A,2023-10-29 05:05:00,Female,56-65 years old,Technical Professional,"Practice course,Resort course",4,1,2,3,5,Several times per year,16727,4
4027,Surveyor C,Member Golf Club C,2023-10-29 05:06:00,Male,26-35 years old,Civil Servant,Practice course,1,2,5,2,5,Once a month,37389,8
4028,Surveyor C,Member Golf Club C,2023-10-29 05:07:00,Female,46-55 years old,Business Executive,"Member club,Public course",3,3,3,4,5,Once a month,31804,1
4029,Surveyor C,Practice Course B,2023-10-29 05:08:00,Female,18-25 years old,Doctor,"Public course,Resort course,Member club",2,3,1,3,1,2-3 times per month,18021,4
4030,Surveyor C,Practice Course A,2023-10-29 05:09:00,Male,26-35 years old,Freelancer,Practice course,1,1,5,3,1,Once a quarter,49001,7
4031,Surveyor C,Resort Golf Course E,2023-10-29 05:10:00,Male,18-25 years old,Lawyer,"Practice course,Public course",1,2,4,2,4,2-3 times per month,24092,9
4032,Surveyor C,Member Golf Club C,2023-10-29 05:11:00,Male,36-45 years old,Business Executive,"Resort course,Member club,Practice course",5,1,5,1,2,Once a month,33915,1
4033,Surveyor B,Practice Course B,2023-10-29 05:12:00,Male,26-35 years old,Sales Person,"Resort course,Member club,Practice course",5,5,4,1,5,Once a month,15501,8
4034,Surveyor B,Practice Course B,2023-10-29 05:13:00,Female,65+ years old,Engineer,Member club,5,3,4,4,2,Several times per year,46190,2
4035,Surveyor E,Public Golf Course D,2023-10-29 05:14:00,Male,56-65 years old,Engineer,Resort course,1,4,2,2,1,Once a quarter,20739,4
4036,Surveyor B,Member Golf Club C,2023-10-29 05:15:00,Female,46-55 years old,Lawyer,Public course,2,1,2,4,5,Several times per year,48653,4
4037,Surveyor A,Practice Course A,2023-10-29 05:16:00,Female,56-65 years old,Teacher,"Practice course,Public course,Resort course",4,5,5,1,1,Several times per year,12476,8
4038,Surveyor E,Member Golf Club C,2023-10-29 05:17:00,Male,46-55 years old,Doctor,Practice course,5,3,5,2,1,2-3 times per month,12931,2
4039,Surveyor D,Public Golf Course D,2023-10-29 05:18:00,Female,65+ years old,Doctor,"Resort course,Public course,Member club",2,2,3,5,3,Once a month,18699,7
4040,Surveyor C,Resort Golf Course E,2023-10-29 05:19:00,Female,18-25 years old,Engineer,"Resort course,Public course,Practice course",3,3,1,2,1,Once a week,7804,3
4041,Surveyor B,Practice Course B,2023-10-29 05:20:00,Female,26-35 years old,Business Executive,Public course,5,2,1,2,4,Several times per year,43343,9
4042,Surveyor A,Practice Course A,2023-10-29 05:21:00,Female,46-55 years old,Doctor,"Member club,Practice course,Resort course",4,2,5,5,1,Once a quarter,16775,5
4043,Surveyor D,Practice Course B,2023-10-29 05:22:00,Female,65+ years old,Civil Servant,Practice course,3,1,2,3,5,2-3 times per month,48449,8
4044,Surveyor C,Public Golf Course D,2023-10-29 05:23:00,Male,36-45 years old,Civil Servant,"Resort course,Member club",3,1,3,3,4,Once a quarter,36586,5
4045,Surveyor C,Practice Course A,2023-10-29 05:24:00,Female,26-35 years old,Sales Person,"Practice course,Resort course,Member club",4,3,1,3,1,Once a quarter,5607,1
4046,Surveyor D,Member Golf Club C,2023-10-29 05:25:00,Female,56-65 years old,Engineer,"Public course,Practice course,Resort course",5,5,5,1,4,Once a month,36629,9
4047,Surveyor D,Resort Golf Course E,2023-10-29 05:26:00,Male,56-65 years old,Teacher,"Resort course,Public course",1,3,2,2,1,Once a month,42386,10
4048,Surveyor D,Resort Golf Course E,2023-10-29 05:27:00,Female,56-65 years old,Doctor,"Member club,Public course,Resort course",4,4,2,5,4,Once a quarter,19089,7
4049,Surveyor A,Public Golf Course D,2023-10-29 05:28:00,Female,26-35 years old,Engineer,"Member club,Resort course,Practice course",4,2,2,1,2,Once a month,34708,4
4050,Surveyor E,Practice Course B,2023-10-29 05:29:00,Female,26-35 years old,Business Executive,Resort course,4,2,4,5,3,Several times per year,42025,7
4051,Surveyor E,Resort Golf Course E,2023-10-29 05:30:00,Male,26-35 years old,Technical Professional,"Member club,Practice course",3,1,2,1,4,Once a quarter,15223,5
4052,Surveyor B,Practice Course B,2023-10-29 05:31:00,Male,18-25 years old,Retiree,Resort course,2,5,5,1,5,Several times per year,27943,10
4053,Surveyor C,Resort Golf Course E,2023-10-29 05:32:00,Female,65+ years old,Technical Professional,"Public course,Resort course",1,1,3,1,3,2-3 times per month,26515,9
4054,Surveyor B,Resort Golf Course E,2023-10-29 05:33:00,Female,18-25 years old,Lawyer,Public course,5,4,5,5,3,Once a quarter,34619,2
4055,Surveyor E,Resort Golf Course E,2023-10-29 05:34:00,Female,26-35 years old,Teacher,Member club,5,3,2,4,1,Once a week,39132,4
4056,Surveyor D,Practice Course B,2023-10-29 05:35:00,Male,36-45 years old,Business Executive,Member club,2,3,3,1,4,Once a week,5751,6
4057,Surveyor C,Practice Course A,2023-10-29 05:36:00,Female,46-55 years old,Lawyer,"Practice course,Member club,Public course",4,5,1,3,3,Once a month,45313,5
4058,Surveyor E,Resort Golf Course E,2023-10-29 05:37:00,Male,65+ years old,Sales Person,"Public course,Member club",1,1,1,2,5,2-3 times per month,10344,1
4059,Surveyor C,Practice Course B,2023-10-29 05:38:00,Female,65+ years old,Teacher,"Member club,Practice course",5,1,5,4,5,Several times per year,38973,9
4060,Surveyor B,Practice Course A,2023-10-29 05:39:00,Female,18-25 years old,Doctor,Practice course,5,4,3,4,5,2-3 times per month,14512,9
